#angle Pow_R0(correct 0 point) M_R0(correct 0 point)  Pow_R1(correct 0 point) M_R1(correct 0 point) 1Rerr 0Rerr
-40 971.688	809.25	842.63	1161.9  0.01980555 0.018854528
-45 1346.1	1050    670.19	1162.2  0.014221003 0.013336222
-50 1270	1112.6  435.22	1121.3  0.011227896 0.011148794
-60 1293.75	1237    354.44	1165.9  0.00867951 0.009237848
-70 1045.63	1144.6  194.68	1206.25 0.007818568 0.007307677









	






 
