#angle Pow_R0(correct 0 point) M_R0(correct 0 point)  Pow_R1(correct 0 point) M_R1(correct 0 point) 1Rerr 0Rerr
-55 53.06	1226.9  283.6	1381.8  0.005572742 0.005460195
-60 57.95	1231.3  224.75	1106.9  0.007568844 0.007896167
-65 46.96	1264.6  180.75	1304.6  0.006941868 0.006888338
-70 36.87	1342.65 142.91	1322.65 0.006657676 0.006687829
-75 30.38	1422.5  111.72	1342.6  0.006611292 0.006741357



























 
